uid,site_id,class_code,taxon_rank,utm_zone,nlcd_class,elevation,growth_form,plant_status,stem_diameter,tree_height,max_crown_diameter,ninety_crown_ciameter,canopy_position,rgb_path,hsi_path,las_path,chm_path,xmin,ymin,xmax,ymax,width,height,class_id,scientific_name,common_name
OSBS03722,OSBS,PIPA2,species,17N,evergreenForest,42.47,single bole tree,Live,21.1,17.5,,,,data/train/RemoteSensing/RGB/OSBS_34.tif,data/train/RemoteSensing/HSI/OSBS_34.tif,data/train/RemoteSensing/LAS/OSBS_34.las,data/train/RemoteSensing/CHM/OSBS_34.tif,5.0,36.0,52.0,76.0,200,200,18.0,Pinus palustris Mill.,
OSBS03708,OSBS,PIPA2,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",18.8,15.2,,,,data/train/RemoteSensing/RGB/OSBS_34.tif,data/train/RemoteSensing/HSI/OSBS_34.tif,data/train/RemoteSensing/LAS/OSBS_34.las,data/train/RemoteSensing/CHM/OSBS_34.tif,23.0,146.0,72.0,194.0,200,200,18.0,Pinus palustris Mill.,
OSBS03703,OSBS,PIPA2,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",26.8,14.5,,,,data/train/RemoteSensing/RGB/OSBS_34.tif,data/train/RemoteSensing/HSI/OSBS_34.tif,data/train/RemoteSensing/LAS/OSBS_34.las,data/train/RemoteSensing/CHM/OSBS_34.tif,160.0,34.0,193.0,82.0,200,200,18.0,Pinus palustris Mill.,
OSBS03744,OSBS,PIPA2,species,17N,evergreenForest,43.71,single bole tree,"Live, disease damaged",23.9,15.8,,,,data/train/RemoteSensing/RGB/OSBS_39.tif,data/train/RemoteSensing/HSI/OSBS_39.tif,data/train/RemoteSensing/LAS/OSBS_39.las,data/train/RemoteSensing/CHM/OSBS_39.tif,84.0,17.0,138.0,65.0,200,200,18.0,Pinus palustris Mill.,
OSBS03743,OSBS,PIPA2,species,17N,evergreenForest,43.71,single bole tree,Live,21.8,16.5,,,,data/train/RemoteSensing/RGB/OSBS_39.tif,data/train/RemoteSensing/HSI/OSBS_39.tif,data/train/RemoteSensing/LAS/OSBS_39.las,data/train/RemoteSensing/CHM/OSBS_39.tif,53.0,17.0,86.0,56.0,200,200,18.0,Pinus palustris Mill.,
OSBS03720,OSBS,PIPA2,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",11.5,12.9,,,,data/train/RemoteSensing/RGB/OSBS_34.tif,data/train/RemoteSensing/HSI/OSBS_34.tif,data/train/RemoteSensing/LAS/OSBS_34.las,data/train/RemoteSensing/CHM/OSBS_34.tif,14.0,107.0,36.0,125.0,200,200,18.0,Pinus palustris Mill.,
OSBS03710,OSBS,PIPA2,species,17N,evergreenForest,42.47,single bole tree,Live,19.7,14.8,,,,data/train/RemoteSensing/RGB/OSBS_34.tif,data/train/RemoteSensing/HSI/OSBS_34.tif,data/train/RemoteSensing/LAS/OSBS_34.las,data/train/RemoteSensing/CHM/OSBS_34.tif,0.0,126.0,45.0,155.0,200,200,18.0,Pinus palustris Mill.,
OSBS03752,OSBS,PIPA2,species,17N,evergreenForest,43.71,single bole tree,"Live, disease damaged",20.2,15.7,,,,data/train/RemoteSensing/RGB/OSBS_39.tif,data/train/RemoteSensing/HSI/OSBS_39.tif,data/train/RemoteSensing/LAS/OSBS_39.las,data/train/RemoteSensing/CHM/OSBS_39.tif,15.0,74.0,57.0,115.0,200,200,18.0,Pinus palustris Mill.,
OSBS03749,OSBS,PIPA2,species,17N,evergreenForest,43.71,single bole tree,"Live, disease damaged",26.0,17.3,,,,data/train/RemoteSensing/RGB/OSBS_39.tif,data/train/RemoteSensing/HSI/OSBS_39.tif,data/train/RemoteSensing/LAS/OSBS_39.las,data/train/RemoteSensing/CHM/OSBS_39.tif,0.0,170.0,85.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS03750,OSBS,PIPA2,species,17N,evergreenForest,43.71,single bole tree,"Live, disease damaged",20.5,15.1,,,,data/train/RemoteSensing/RGB/OSBS_39.tif,data/train/RemoteSensing/HSI/OSBS_39.tif,data/train/RemoteSensing/LAS/OSBS_39.las,data/train/RemoteSensing/CHM/OSBS_39.tif,30.0,144.0,68.0,170.0,200,200,18.0,Pinus palustris Mill.,
OSBS03757,OSBS,PIPA2,species,17N,evergreenForest,44.16,single bole tree,Live,11.6,11.8,,,,data/train/RemoteSensing/RGB/OSBS_39.tif,data/train/RemoteSensing/HSI/OSBS_39.tif,data/train/RemoteSensing/LAS/OSBS_39.las,data/train/RemoteSensing/CHM/OSBS_39.tif,78.0,145.0,115.0,182.0,200,200,18.0,Pinus palustris Mill.,
OSBS03838,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.3,14.6,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,31.0,31.0,57.0,48.0,200,200,18.0,Pinus palustris Mill.,
OSBS03838,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.3,14.6,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,31.0,31.0,57.0,48.0,200,200,18.0,Pinus palustris Mill.,
OSBS03834,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,13.2,13.1,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,88.0,11.0,116.0,40.0,200,200,18.0,Pinus palustris Mill.,
OSBS03834,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,13.2,13.1,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,88.0,11.0,116.0,40.0,200,200,18.0,Pinus palustris Mill.,
OSBS03837,OSBS,PIPA2,species,17N,evergreenForest,43.68,small tree,Live,10.3,11.0,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,102.0,65.0,116.0,77.0,200,200,18.0,Pinus palustris Mill.,
OSBS03837,OSBS,PIPA2,species,17N,evergreenForest,43.68,small tree,Live,10.3,11.0,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,102.0,65.0,116.0,77.0,200,200,18.0,Pinus palustris Mill.,
OSBS03844,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",13.6,15.2,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,1.0,55.0,8.0,76.0,200,200,18.0,Pinus palustris Mill.,
OSBS03844,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",13.6,15.2,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,1.0,55.0,8.0,76.0,200,200,18.0,Pinus palustris Mill.,
OSBS03847,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,18.1,16.0,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,7.0,58.0,27.0,87.0,200,200,18.0,Pinus palustris Mill.,
OSBS03847,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,18.1,16.0,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,7.0,58.0,27.0,87.0,200,200,18.0,Pinus palustris Mill.,
OSBS03848,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,19.3,16.2,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,30.0,73.0,55.0,99.0,200,200,18.0,Pinus palustris Mill.,
OSBS03848,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,19.3,16.2,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,30.0,73.0,55.0,99.0,200,200,18.0,Pinus palustris Mill.,
OSBS03849,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,20.0,14.1,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,20.0,104.0,82.0,167.0,200,200,18.0,Pinus palustris Mill.,
OSBS03849,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,20.0,14.1,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,20.0,104.0,82.0,167.0,200,200,18.0,Pinus palustris Mill.,
OSBS06075,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",14.2,11.8,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,77.0,129.0,88.0,141.0,200,200,18.0,Pinus palustris Mill.,
OSBS06075,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",14.2,11.8,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,77.0,129.0,88.0,141.0,200,200,18.0,Pinus palustris Mill.,
OSBS03842,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.5,14.7,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,1.0,24.0,22.0,56.0,200,200,18.0,Pinus palustris Mill.,
OSBS03842,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.5,14.7,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,1.0,24.0,22.0,56.0,200,200,18.0,Pinus palustris Mill.,
OSBS03836,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",47.3,17.7,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,122.0,13.0,197.0,90.0,200,200,18.0,Pinus palustris Mill.,
OSBS03836,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",47.3,17.7,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,122.0,13.0,197.0,90.0,200,200,18.0,Pinus palustris Mill.,
OSBS03831,OSBS,PIPA2,species,17N,evergreenForest,42.41,single bole tree,Standing dead,26.6,11.9,,,,data/train/RemoteSensing/RGB/OSBS_5.tif,data/train/RemoteSensing/HSI/OSBS_5.tif,data/train/RemoteSensing/LAS/OSBS_5.las,data/train/RemoteSensing/CHM/OSBS_5.tif,62.0,64.0,104.0,115.0,200,200,18.0,Pinus palustris Mill.,
OSBS03831,OSBS,PIPA2,species,17N,evergreenForest,42.41,single bole tree,Standing dead,26.6,11.9,,,,data/train/RemoteSensing/RGB/OSBS_5.tif,data/train/RemoteSensing/HSI/OSBS_5.tif,data/train/RemoteSensing/LAS/OSBS_5.las,data/train/RemoteSensing/CHM/OSBS_5.tif,62.0,64.0,104.0,115.0,200,200,18.0,Pinus palustris Mill.,
OSBS03839,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,21.3,13.2,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,21.0,2.0,63.0,30.0,200,200,18.0,Pinus palustris Mill.,
OSBS03839,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,21.3,13.2,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,21.0,2.0,63.0,30.0,200,200,18.0,Pinus palustris Mill.,
OSBS03852,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",15.0,11.4,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,60.0,59.0,88.0,91.0,200,200,18.0,Pinus palustris Mill.,
OSBS03852,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",15.0,11.4,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,60.0,59.0,88.0,91.0,200,200,18.0,Pinus palustris Mill.,
OSBS03858,OSBS,PIPA2,species,17N,evergreenForest,46.99,single bole tree,Live,17.1,12.7,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,86.0,182.0,115.0,199.0,200,200,18.0,Pinus palustris Mill.,
OSBS03858,OSBS,PIPA2,species,17N,evergreenForest,46.99,single bole tree,Live,17.1,12.7,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,86.0,182.0,115.0,199.0,200,200,18.0,Pinus palustris Mill.,
OSBS03853,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,13.1,15.1,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,92.0,122.0,117.0,149.0,200,200,18.0,Pinus palustris Mill.,
OSBS03853,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,13.1,15.1,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,92.0,122.0,117.0,149.0,200,200,18.0,Pinus palustris Mill.,
OSBS03851,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",15.0,12.4,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,74.0,115.0,89.0,128.0,200,200,18.0,Pinus palustris Mill.,
OSBS03851,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",15.0,12.4,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,74.0,115.0,89.0,128.0,200,200,18.0,Pinus palustris Mill.,
OSBS03860,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,14.7,14.6,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,9.0,174.0,53.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS03860,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,14.7,14.6,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,9.0,174.0,53.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS03833,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",11.3,12.6,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,62.0,14.0,77.0,31.0,200,200,18.0,Pinus palustris Mill.,
OSBS03833,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",11.3,12.6,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,62.0,14.0,77.0,31.0,200,200,18.0,Pinus palustris Mill.,
OSBS03855,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,37.5,18.5,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,130.0,91.0,198.0,153.0,200,200,18.0,Pinus palustris Mill.,
OSBS03855,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,37.5,18.5,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,130.0,91.0,198.0,153.0,200,200,18.0,Pinus palustris Mill.,
OSBS02550,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,Live,10.5,9.7,,,,data/train/RemoteSensing/RGB/OSBS_17.tif,data/train/RemoteSensing/HSI/OSBS_17.tif,data/train/RemoteSensing/LAS/OSBS_17.las,data/train/RemoteSensing/CHM/OSBS_17.tif,130.0,36.0,157.0,62.0,200,200,18.0,Pinus palustris Mill.,
OSBS03835,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",19.1,14.6,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,137.0,2.0,193.0,19.0,200,200,18.0,Pinus palustris Mill.,
OSBS03835,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",19.1,14.6,,,,data/train/RemoteSensing/RGB/OSBS_2.tif,data/train/RemoteSensing/HSI/OSBS_2.tif,data/train/RemoteSensing/LAS/OSBS_2.las,data/train/RemoteSensing/CHM/OSBS_2.tif,137.0,2.0,193.0,19.0,200,200,18.0,Pinus palustris Mill.,
OSBS03832,OSBS,PIPA2,species,17N,evergreenForest,42.41,single bole tree,"Live, disease damaged",20.7,14.6,,,,data/train/RemoteSensing/RGB/OSBS_5.tif,data/train/RemoteSensing/HSI/OSBS_5.tif,data/train/RemoteSensing/LAS/OSBS_5.las,data/train/RemoteSensing/CHM/OSBS_5.tif,3.0,131.0,69.0,186.0,200,200,18.0,Pinus palustris Mill.,
OSBS03832,OSBS,PIPA2,species,17N,evergreenForest,42.41,single bole tree,"Live, disease damaged",20.7,14.6,,,,data/train/RemoteSensing/RGB/OSBS_5.tif,data/train/RemoteSensing/HSI/OSBS_5.tif,data/train/RemoteSensing/LAS/OSBS_5.las,data/train/RemoteSensing/CHM/OSBS_5.tif,3.0,131.0,69.0,186.0,200,200,18.0,Pinus palustris Mill.,
OSBS03830,OSBS,PIPA2,species,17N,evergreenForest,42.41,single bole tree,Live,12.0,10.1,,,,data/train/RemoteSensing/RGB/OSBS_5.tif,data/train/RemoteSensing/HSI/OSBS_5.tif,data/train/RemoteSensing/LAS/OSBS_5.las,data/train/RemoteSensing/CHM/OSBS_5.tif,21.0,57.0,39.0,84.0,200,200,18.0,Pinus palustris Mill.,
OSBS03830,OSBS,PIPA2,species,17N,evergreenForest,42.41,single bole tree,Live,12.0,10.1,,,,data/train/RemoteSensing/RGB/OSBS_5.tif,data/train/RemoteSensing/HSI/OSBS_5.tif,data/train/RemoteSensing/LAS/OSBS_5.las,data/train/RemoteSensing/CHM/OSBS_5.tif,21.0,57.0,39.0,84.0,200,200,18.0,Pinus palustris Mill.,
OSBS03828,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,13.5,10.0,,,,data/train/RemoteSensing/RGB/OSBS_5.tif,data/train/RemoteSensing/HSI/OSBS_5.tif,data/train/RemoteSensing/LAS/OSBS_5.las,data/train/RemoteSensing/CHM/OSBS_5.tif,52.0,2.0,81.0,32.0,200,200,18.0,Pinus palustris Mill.,
OSBS03828,OSBS,PIPA2,species,17N,evergreenForest,43.68,single bole tree,Live,13.5,10.0,,,,data/train/RemoteSensing/RGB/OSBS_5.tif,data/train/RemoteSensing/HSI/OSBS_5.tif,data/train/RemoteSensing/LAS/OSBS_5.las,data/train/RemoteSensing/CHM/OSBS_5.tif,52.0,2.0,81.0,32.0,200,200,18.0,Pinus palustris Mill.,
OSBS01611,OSBS,PIPA2,species,17N,evergreenForest,42.96,small tree,Live,5.3,4.8,,,,data/train/RemoteSensing/RGB/OSBS_10.tif,data/train/RemoteSensing/HSI/OSBS_10.tif,data/train/RemoteSensing/LAS/OSBS_10.las,data/train/RemoteSensing/CHM/OSBS_10.tif,20.0,37.0,34.0,43.0,200,200,18.0,Pinus palustris Mill.,
OSBS06088,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,Live,20.0,15.3,,,,data/train/RemoteSensing/RGB/OSBS_4.tif,data/train/RemoteSensing/HSI/OSBS_4.tif,data/train/RemoteSensing/LAS/OSBS_4.las,data/train/RemoteSensing/CHM/OSBS_4.tif,77.0,139.0,117.0,185.0,200,200,18.0,Pinus palustris Mill.,
OSBS06088,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,Live,20.0,15.3,,,,data/train/RemoteSensing/RGB/OSBS_4.tif,data/train/RemoteSensing/HSI/OSBS_4.tif,data/train/RemoteSensing/LAS/OSBS_4.las,data/train/RemoteSensing/CHM/OSBS_4.tif,77.0,139.0,117.0,185.0,200,200,18.0,Pinus palustris Mill.,
OSBS00029,OSBS,PIPA2,species,17N,evergreenForest,43.51,single bole tree,Live,11.1,10.6,,,,data/train/RemoteSensing/RGB/OSBS_14.tif,data/train/RemoteSensing/HSI/OSBS_14.tif,data/train/RemoteSensing/LAS/OSBS_14.las,data/train/RemoteSensing/CHM/OSBS_14.tif,159.0,143.0,195.0,177.0,200,200,18.0,Pinus palustris Mill.,
OSBS03748,OSBS,PIPA2,species,17N,evergreenForest,44.16,single bole tree,Live,14.8,13.5,,,,data/train/RemoteSensing/RGB/OSBS_39.tif,data/train/RemoteSensing/HSI/OSBS_39.tif,data/train/RemoteSensing/LAS/OSBS_39.las,data/train/RemoteSensing/CHM/OSBS_39.tif,130.0,134.0,165.0,161.0,200,200,18.0,Pinus palustris Mill.,
OSBS00086,OSBS,PIPA2,species,17N,evergreenForest,45.54,single bole tree,Live,38.0,17.6,,,,data/train/RemoteSensing/RGB/OSBS_19.tif,data/train/RemoteSensing/HSI/OSBS_19.tif,data/train/RemoteSensing/LAS/OSBS_19.las,data/train/RemoteSensing/CHM/OSBS_19.tif,116.0,0.0,198.0,18.0,200,200,18.0,Pinus palustris Mill.,
OSBS00651,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,21.2,16.0,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,49.0,156.0,61.0,174.0,200,200,18.0,Pinus palustris Mill.,
OSBS02995,OSBS,PIPA2,species,17N,evergreenForest,41.36,single bole tree,Live,17.5,16.5,,,,data/train/RemoteSensing/RGB/OSBS_3.tif,data/train/RemoteSensing/HSI/OSBS_3.tif,data/train/RemoteSensing/LAS/OSBS_3.las,data/train/RemoteSensing/CHM/OSBS_3.tif,45.0,90.0,83.0,114.0,200,200,18.0,Pinus palustris Mill.,
OSBS02995,OSBS,PIPA2,species,17N,evergreenForest,41.36,single bole tree,Live,17.5,16.5,,,,data/train/RemoteSensing/RGB/OSBS_3.tif,data/train/RemoteSensing/HSI/OSBS_3.tif,data/train/RemoteSensing/LAS/OSBS_3.las,data/train/RemoteSensing/CHM/OSBS_3.tif,45.0,90.0,83.0,114.0,200,200,18.0,Pinus palustris Mill.,
OSBS02999,OSBS,PIPA2,species,17N,evergreenForest,41.36,single bole tree,Live,16.9,14.0,,,,data/train/RemoteSensing/RGB/OSBS_3.tif,data/train/RemoteSensing/HSI/OSBS_3.tif,data/train/RemoteSensing/LAS/OSBS_3.las,data/train/RemoteSensing/CHM/OSBS_3.tif,20.0,61.0,53.0,88.0,200,200,18.0,Pinus palustris Mill.,
OSBS02999,OSBS,PIPA2,species,17N,evergreenForest,41.36,single bole tree,Live,16.9,14.0,,,,data/train/RemoteSensing/RGB/OSBS_3.tif,data/train/RemoteSensing/HSI/OSBS_3.tif,data/train/RemoteSensing/LAS/OSBS_3.las,data/train/RemoteSensing/CHM/OSBS_3.tif,20.0,61.0,53.0,88.0,200,200,18.0,Pinus palustris Mill.,
OSBS02998,OSBS,PIPA2,species,17N,evergreenForest,41.36,single bole tree,Live,13.1,15.2,,,,data/train/RemoteSensing/RGB/OSBS_3.tif,data/train/RemoteSensing/HSI/OSBS_3.tif,data/train/RemoteSensing/LAS/OSBS_3.las,data/train/RemoteSensing/CHM/OSBS_3.tif,50.0,46.0,67.0,62.0,200,200,18.0,Pinus palustris Mill.,
